ReadmissionRate,Facility_ID,City,State,County,Total_Admissions,HAI_1_SIR,HAI_2_SIR,HAI_5_SIR,HAI_6_SIR,PSI_3,PSI_6,PSI_8,PSI_9,PSI_10,PSI_11,PSI_12,PSI_13,PSI_14,PSI_15,PSI_90,H_Comp_Ov,AMI_TA_PROP,COPD_TA_PROP,HF_TA_PROP,HIPKNEE_TA_PROP,PN_TA_PROP,ED_MEDIAN_VISIT_MINS,ED_LEFT_NOT_SEEN_%,ED_VOLUME,%_SEPSIS_CARE,%_HCWs_FLU_VAX,2018to2020_PCPI,Population_2019,MEDIAN_AGE_TOT,County_Facilities,Pop/Hosp
15.8,100039,FORT LAUDERDALE,FL,Broward,779,0.6729999999999999,0.527,1.2570000000000001,0.385,0.161415,0.303005,0.104989,2.12447,1.518766,6.146391,5.278059,4.0057730000000005,0.8394790000000001,1.344273,0.968426,3.0,0.22978177150192555,0.18870346598202825,0.3196405648267009,0.19640564826700896,0.2567394094993581,153.0,0.0,4.0,70.0,82.0,53076.66666666666,1952778.0,40.8,13,150213.6923076923
15.0,100040,JACKSONVILLE,FL,Duval,1991,1.147,0.807,1.122,0.506,0.32224200000000003,0.236171,0.096392,2.80462,0.890373,7.5054880000000015,3.267411,5.9834260000000015,0.7931239999999999,0.946835,0.999316,3.0,0.1747865394274234,0.155700652938222,0.19789050728277247,0.4635861376192868,0.3761928679055751,193.0,3.0,4.0,62.0,69.0,48429.33333333334,957755.0,36.6,7,136822.14285714287
14.8,100043,DUNEDIN,FL,Pinellas,531,,,0.0,0.14800000000000002,0.71636,0.21977800000000006,0.105354,2.415747,1.403529,4.362748000000002,3.715481,4.6770809999999985,0.844669,1.114617,1.000603,4.0,,0.2033898305084746,0.2768361581920904,0.4369114877589454,0.3672316384180791,132.0,0.0,2.0,73.0,49.0,56252.66666666666,974996.0,48.8,11,88636.0
16.5,100044,STUART,FL,Martin,3505,0.988,0.452,1.195,0.457,1.828224,0.201305,0.08288200000000001,2.801124,1.367427,5.318683999999998,2.376937,4.386521,1.1542370000000002,2.077117,1.294797,3.0,0.12724679029957206,0.2656205420827389,0.3723252496433666,0.1629101283880171,0.475320970042796,170.0,2.0,4.0,50.0,76.0,86818.0,161000.0,53.1,1,161000.0
16.8,100045,DELAND,FL,Volusia,812,0.24,0.267,0.0,0.715,0.238622,0.205502,0.105436,2.809561,1.401316,6.650461,4.134761,4.635284,0.8297110000000001,1.047898,0.95711,3.0,0.14285714285714285,0.33866995073891626,0.4544334975369458,0.25492610837438423,0.5012315270935961,188.0,,0.0,72.0,75.0,44584.33333333334,553284.0,47.1,5,110656.8
13.5,100046,ZEPHYRHILLS,FL,Pasco,725,0.498,0.321,1.1740000000000002,0.16,0.191407,0.324115,0.09159,2.321835,1.358545,6.981972,2.375986,5.4831379999999985,0.833866,0.99342,0.90834,3.0,0.18068965517241375,0.3820689655172414,0.4662068965517242,0.13379310344827586,0.33241379310344826,144.0,,0.0,84.0,87.0,43084.0,553947.0,44.4,5,110789.4
15.3,100047,PUNTA GORDA,FL,Charlotte,520,0.0,0.0,,0.39299999999999996,0.316452,0.219239,0.119113,2.643457,1.403,4.1415440000000014,5.866147,5.146647,0.8497030000000001,1.09546,1.022782,2.0,,0.2903846153846154,0.2980769230769231,0.2403846153846154,0.4961538461538462,137.0,1.0,1.0,63.0,55.0,43815.66666666666,188910.0,60.1,3,62970.0
16.1,100049,SEBRING,FL,Highlands,471,0.0,0.0,,0.627,0.3245,0.29685300000000003,0.09353,2.409245,1.396754,7.43238,2.816631,5.180497,0.8365809999999999,1.093732,0.971158,2.0,0.1167728237791932,0.5435244161358811,0.4309978768577495,0.2781316348195329,0.445859872611465,111.0,0.0,1.0,59.0,42.0,34879.333333333336,106221.0,54.4,2,53110.5
16.1,100050,HIALEAH,FL,Miami-Dade,426,0.0,0.662,0.0,0.331,0.283685,0.217181,0.092634,2.3807080000000003,1.41417,4.889174,3.059012,4.812762,0.847726,1.116759,0.8628889999999999,1.0,,0.5352112676056338,0.20187793427230047,,0.7018779342723005,202.0,,0.0,87.0,74.0,54823.66666666666,2716940.0,40.4,16,169808.75
15.9,100051,CLERMONT,FL,Lake,1274,0.0,1.005,1.4180000000000001,0.318,0.18818,0.198302,0.10278,2.204988,1.387393,3.996152,2.693078,4.491247,0.832239,1.607986,0.7811859999999999,3.0,0.1750392464678179,0.21899529042386184,0.4309262166405024,0.1781789638932496,0.3940345368916798,138.0,1.0,3.0,89.0,81.0,44658.66666666666,367118.0,47.4,4,91779.5
16.1,100052,WINTER HAVEN,FL,Polk,1439,0.53,0.524,1.178,0.165,0.5237310000000001,0.21689,0.089509,3.592914,1.937339,7.082713,3.331285,4.759106,0.796533,1.166685,1.065138,2.0,0.1369006254343294,0.31063238359972195,0.37317581653926335,0.246004169562196,0.3898540653231411,181.0,3.0,4.0,66.0,67.0,37663.66666666666,724777.0,40.2,4,181194.25
16.1,100053,HIALEAH,FL,Miami-Dade,375,0.512,0.0,1.157,0.51,0.311998,0.216698,0.093505,2.658525,,,6.741486,,0.845657,1.1062040000000002,1.074289,1.0,0.08,0.5760000000000001,0.4906666666666666,,0.64,160.0,0.0,3.0,35.0,83.0,54823.66666666666,2716940.0,40.4,16,169808.75
15.1,100054,NICEVILLE,FL,Okaloosa,467,,0.887,,0.665,0.287089,0.215457,0.09366,2.427364,1.394219,4.182742,3.430704,4.480766,0.853834,1.123615,0.8446440000000001,4.0,,0.26124197002141325,0.3426124197002141,0.4261241970021413,0.4089935760171306,152.0,1.0,1.0,57.0,87.0,51607.66666666666,210738.0,37.2,3,70246.0
16.4,100055,TARPON SPRINGS,FL,Pinellas,510,,0.0,,0.0,0.25442800000000004,0.206695,0.093523,2.792548,1.296323,5.246648,2.70008,5.50379,0.848269,1.087587,0.879518,3.0,0.103921568627451,0.3392156862745098,0.3588235294117647,0.17058823529411765,0.3764705882352941,111.0,,0.0,99.0,82.0,56252.66666666666,974996.0,48.8,11,88636.0
15.0,100057,TAVARES,FL,Lake,1662,0.446,0.6890000000000001,0.9470000000000001,0.426,0.276778,0.205092,0.123555,2.95708,1.7722080000000002,6.110774,2.792957,7.636317999999998,0.786995,1.014296,1.058947,3.0,0.1299638989169675,0.2954271961492178,0.4434416365824308,0.3140794223826715,0.5168471720818292,167.0,,0.0,70.0,85.0,44658.66666666666,367118.0,47.4,4,91779.5
15.0,100062,OCALA,FL,Marion,1275,0.0,0.0,0.268,0.248,0.318931,0.17125,0.090474,2.924817,1.022815,7.231762,4.464804,3.791412,0.783088,0.790523,0.935268,2.0,0.2776470588235294,0.27294117647058824,0.5717647058823531,0.05882352941176471,0.5780392156862745,129.0,,0.0,70.0,91.0,39268.0,365579.0,48.9,2,182789.5
14.8,100063,NEW PORT RICHEY,FL,Pasco,644,0.6829999999999999,1.646,0.0,0.294,0.248957,0.206923,0.093179,2.580247,1.411987,4.802388,2.850772,4.7445580000000005,0.8332290000000001,1.052731,0.8354309999999999,4.0,0.09937888198757763,0.37111801242236025,0.437888198757764,,0.5434782608695652,171.0,3.0,3.0,70.0,63.0,43084.0,553947.0,44.4,5,110789.4
15.3,100067,SAINT PETERSBURG,FL,Pinellas,1708,1.263,0.7659999999999999,0.35100000000000003,0.319,0.711008,0.174033,0.110859,2.982252,1.7991130000000002,4.252974,4.661296,4.355699,0.943607,1.027662,1.055109,4.0,0.10655737704918032,0.2377049180327869,0.30679156908665106,0.12939110070257612,0.3840749414519906,193.0,2.0,4.0,56.0,67.0,56252.66666666666,974996.0,48.8,11,88636.0
15.1,100068,DAYTONA BEACH,FL,Volusia,1868,0.46,0.6709999999999999,0.607,0.301,0.2126,0.16785899999999998,0.099742,2.61715,1.893834,3.834048,2.254818,5.101498,0.788859,0.793466,0.797079,4.0,0.14989293361884368,0.20342612419700212,0.3768736616702356,0.215203426124197,0.3217344753747323,173.0,1.0,4.0,79.0,87.0,44584.33333333334,553284.0,47.1,5,110656.8
16.2,100069,TAMPA,FL,Hillsborough,375,1.0859999999999999,0.544,,0.151,0.299779,0.292041,0.093752,2.506144,1.376434,3.369528,3.923155,4.828848000000002,0.8458969999999999,1.4178,0.8893639999999999,3.0,,0.26666666666666666,0.21066666666666667,0.5973333333333334,0.28,154.0,2.0,2.0,76.0,90.0,49069.66666666666,1471968.0,37.6,9,163552.0
14.2,100070,VENICE,FL,Sarasota,1314,0.293,0.0,0.5920000000000001,0.53,0.158816,0.183068,0.0899,1.968621,1.200786,4.214081,2.059977,4.797227,0.949324,0.8202010000000001,0.71778,1.0,0.22298325722983256,0.2526636225266362,0.3789954337899543,0.08599695585996955,0.4315068493150685,176.0,1.0,2.0,59.0,56.0,68939.33333333331,433742.0,57.1,4,108435.5
16.1,100071,BROOKSVILLE,FL,Hernando,604,1.636,0.794,3.96,0.591,1.383035,0.242856,0.093586,2.360104,1.394225,4.571564,3.4235870000000004,4.622671,0.841716,1.070202,1.178642,1.0,0.2334437086092715,0.31456953642384106,0.4006622516556291,0.097682119205298,0.4271523178807947,130.0,1.0,2.0,58.0,37.0,39090.333333333336,193920.0,48.7,2,96960.0
16.6,100072,ORANGE CITY,FL,Volusia,959,1.6980000000000002,0.46799999999999997,0.6729999999999999,0.523,0.168197,0.266546,0.092101,2.184729,1.369198,5.769425,4.342519,5.403873,0.828917,0.960263,0.951906,3.0,0.07820646506777894,0.3169968717413973,0.4786235662148071,0.16579770594369134,0.4337851929092805,143.0,,0.0,71.0,75.0,44584.33333333334,553284.0,47.1,5,110656.8
15.0,100073,FORT LAUDERDALE,FL,Broward,1730,0.773,1.103,0.493,0.519,0.28139400000000003,0.200802,0.085962,2.5993310000000003,1.310693,3.644061,2.332277,5.112284,0.82893,1.155702,0.795431,3.0,0.1485549132947977,0.18092485549132947,0.30751445086705204,0.7705202312138728,0.35664739884393065,136.0,,0.0,49.0,85.0,53076.66666666666,1952778.0,40.8,13,150213.6923076923
15.8,100075,TAMPA,FL,Hillsborough,2979,0.878,1.692,1.209,0.256,0.26711,0.26423800000000003,0.09606,2.239187,1.529564,5.333374,2.653372,4.418879,0.7650640000000001,1.634625,0.858642,4.0,0.1510574018126888,0.18663981201745555,0.3779791876468613,0.06243705941591138,0.424303457536086,167.0,2.0,4.0,63.0,71.0,49069.66666666666,1471968.0,37.6,9,163552.0
15.9,100077,PORT CHARLOTTE,FL,Charlotte,1258,0.0,0.0,0.0,0.275,0.178729,0.249785,0.102893,2.397918,1.081993,5.291274,3.840899,4.994349,0.968433,0.848902,0.876152,1.0,0.1836248012718601,0.31875993640699524,0.3569157392686804,0.2233704292527822,0.4109697933227345,140.0,1.0,2.0,41.0,59.0,43815.66666666666,188910.0,60.1,3,62970.0
17.1,100080,ATLANTIS,FL,Palm Beach,2334,0.983,0.28600000000000003,1.915,0.6409999999999999,0.081131,0.170471,0.094956,2.13806,1.265637,7.638574,2.6147080000000003,5.994184,0.785512,0.8233950000000001,0.895653,2.0,0.15124250214224508,0.13324764353041987,0.3744644387317909,0.3209083119108826,0.35732647814910024,130.0,1.0,4.0,67.0,36.0,84922.33333333331,1496770.0,45.2,12,124730.83333333333
15.7,100084,LEESBURG,FL,Lake,1723,0.375,0.22699999999999998,1.422,0.503,0.115876,0.230159,0.112443,2.018891,1.15078,5.986954,3.895343,4.686028,0.94943,1.364565,0.878459,2.0,0.2559489262913523,0.2420197330237957,0.416134648868253,0.1433546140452699,0.3331398723157284,179.0,3.0,3.0,64.0,80.0,44658.66666666666,367118.0,47.4,4,91779.5
16.3,100086,POMPANO BEACH,FL,Broward,896,0.8170000000000001,0.499,0.879,0.604,0.465547,0.23355,0.0905,2.720443,1.376409,6.535686,2.800821,4.85238,0.840886,1.391117,0.969105,3.0,0.07254464285714286,0.15625,0.1953125,0.6651785714285714,0.27455357142857145,152.0,,0.0,79.0,69.0,53076.66666666666,1952778.0,40.8,13,150213.6923076923
15.1,100087,SARASOTA,FL,Sarasota,5604,1.0070000000000001,0.5710000000000001,0.912,0.7040000000000001,1.088901,0.234451,0.07409,2.762284,0.907959,2.320908,2.563907,3.684922,0.666605,0.720942,0.892264,4.0,0.11902212705210564,0.09778729478943612,0.2624910778015703,0.4427194860813705,0.2705210563882941,200.0,1.0,4.0,60.0,83.0,68939.33333333331,433742.0,57.1,4,108435.5
15.5,100088,JACKSONVILLE,FL,Duval,4157,0.653,0.715,0.917,0.317,0.539032,0.240717,0.111431,2.139472,0.7764800000000001,5.994579,4.915096,4.698942,0.7369720000000001,0.688443,1.011997,4.0,0.12942025499158047,0.1128217464517681,0.2684628337743565,0.19028145297089247,0.3658888621602117,134.0,2.0,4.0,42.0,74.0,48429.33333333334,957755.0,36.6,7,136822.14285714287
15.7,100090,SAINT AUGUSTINE,FL,Saint Johns,1628,0.429,0.478,0.7390000000000001,0.379,0.125835,0.17774600000000002,0.100216,3.030091,1.83969,4.227627,4.002477,4.148558,0.81985,0.838723,0.836374,3.0,0.14250614250614252,0.2358722358722359,0.2813267813267813,0.300982800982801,0.35073710073710074,177.0,1.0,3.0,72.0,90.0,72124.66666666669,264672.0,44.1,1,264672.0
15.6,100092,ROCKLEDGE,FL,Brevard,838,0.7559999999999999,1.145,3.197,0.321,0.194027,0.198645,0.091608,2.049785,1.566665,5.814641,4.944026,5.596479,0.831463,0.980091,1.001023,2.0,0.16945107398568018,0.256563245823389,0.3997613365155131,0.07995226730310262,0.3472553699284009,136.0,1.0,2.0,74.0,94.0,48730.33333333334,601942.0,47.7,7,85991.71428571429
14.5,100093,PENSACOLA,FL,Escambia,1431,0.142,0.084,1.837,0.308,0.091733,0.225469,0.088086,4.374304,1.540083,5.941577,1.98581,4.5711309999999985,0.797929,1.073044,0.813886,3.0,0.24178895877009085,0.13137665967854648,0.3689727463312369,0.4584206848357792,0.27393431167016075,188.0,1.0,3.0,33.0,74.0,44834.0,318316.0,37.5,3,106105.33333333333
16.0,100099,LAKE WALES,FL,Polk,293,0.0,0.0,,0.40299999999999997,0.8340200000000001,0.222786,0.094548,2.43757,1.403771,4.721203,3.871693,4.671844,0.8449049999999999,1.121036,1.052837,2.0,0.20136518771331055,0.6109215017064846,0.484641638225256,,0.5051194539249146,147.0,,0.0,50.0,38.0,37663.66666666666,724777.0,40.2,4,181194.25
19.1,10009F,BAY PINES,FL,Pinellas,2065,2.67,0.762,,,0.8592489999999999,0.228381,0.087501,2.593014,1.122126,2.4439610000000003,4.3910860000000005,3.313642,0.74032,1.2672370000000002,0.937329,4.0,0.07941888619854721,0.3278450363196126,0.2595641646489104,0.14721549636803874,0.2648910411622276,,,0.0,,,56252.66666666666,974996.0,48.8,11,88636.0
14.3,100105,VERO BEACH,FL,Indian River,2049,0.0,0.9570000000000001,1.37,0.691,0.781104,0.242655,0.086263,2.376354,1.53503,6.1645900000000005,3.699686,4.2115730000000005,1.053984,1.235907,1.064607,3.0,0.16349438750610054,0.16105417276720352,0.3709126403123475,0.3548072230356271,0.39921913128355296,171.0,1.0,4.0,75.0,90.0,82606.66666666669,159923.0,54.6,2,79961.5
15.9,100109,SEBRING,FL,Highlands,1236,0.49700000000000005,0.0,1.9069999999999998,0.462,0.291046,0.213937,0.102252,2.502823,1.315012,4.620849,2.298714,4.4687,0.813404,0.8587379999999999,0.787524,2.0,0.2354368932038835,0.41828478964401294,0.4765372168284789,0.1464401294498382,0.6092233009708737,158.0,,0.0,60.0,84.0,34879.333333333336,106221.0,54.4,2,53110.5
16.0,100110,KISSIMMEE,FL,Osceola,1061,1.7409999999999999,0.691,1.013,0.321,0.4840140000000001,0.221537,0.090033,2.782143,1.291242,3.857257,2.705419,5.450859,0.8135020000000001,1.568815,0.916165,2.0,0.1885014137606032,0.12064090480678605,0.3327049952874647,0.07822808671065032,0.3166823751178134,108.0,0.0,4.0,52.0,53.0,36772.0,375751.0,36.6,3,125250.33333333333
16.9,100113,GAINESVILLE,FL,Alachua,3118,0.847,0.263,1.187,0.6709999999999999,0.394007,0.218846,0.080637,3.779177,1.793137,5.111057,3.2271240000000003,9.497251,1.013402,1.964481,1.2237209999999998,4.0,0.09557408595253368,0.12123155869146887,0.22771007055805004,0.186337395766517,0.2549711353431687,266.0,5.0,4.0,68.0,88.0,46965.66666666666,269043.0,32.1,3,89681.0
16.0,100117,JACKSONVILLE BEACH,FL,Duval,937,0.9520000000000001,0.505,0.6779999999999999,0.087,0.558146,0.248272,0.091269,2.566075,1.381536,5.140792,2.42926,4.464437,0.834198,1.318842,0.910771,4.0,0.05976520811099253,0.2209178228388474,0.33724653148345785,0.3831376734258271,0.4909284951974386,174.0,1.0,2.0,44.0,69.0,48429.33333333334,957755.0,36.6,7,136822.14285714287
15.7,100118,PALM COAST,FL,Flagler,1104,0.818,0.336,0.735,0.637,0.153116,0.194385,0.091269,2.146257,1.326399,11.712618,3.288594,5.446265,0.813385,1.220453,1.07025,3.0,0.13405797101449274,0.21739130434782608,0.3813405797101449,0.3523550724637681,0.3885869565217392,142.0,,0.0,57.0,77.0,48817.33333333334,115081.0,52.6,1,115081.0
15.4,100122,CRESTVIEW,FL,Okaloosa,578,0.8029999999999999,0.782,0.993,0.267,0.203589,0.244975,0.092339,2.265136,1.359713,6.009819,3.561509,4.884258999999999,0.84598,0.980304,0.8997850000000001,3.0,0.13667820069204153,0.4273356401384083,0.5069204152249135,0.07093425605536333,0.6972318339100346,156.0,2.0,2.0,33.0,91.0,51607.66666666666,210738.0,37.2,3,70246.0
15.6,100124,MILTON,FL,Santa Rosa,403,0.0,0.0,,1.6769999999999998,0.32421,0.220735,0.094159,2.384412,1.403077,5.555714,5.196615,4.616398,0.8487809999999999,1.080293,0.997521,4.0,,0.7047146401985112,0.29528535980148884,0.09925558312655088,0.43672456575682383,116.0,1.0,2.0,61.0,58.0,47211.66666666666,184313.0,39.9,2,92156.5
17.1,100125,HOMESTEAD,FL,Miami-Dade,273,2.872,2.096,2.5860000000000003,0.369,0.342378,0.222946,0.094414,2.430396,,,3.783178,,0.847843,1.130126,0.960996,4.0,,0.2673992673992674,0.27472527472527475,,0.5824175824175825,216.0,3.0,4.0,63.0,82.0,54823.66666666666,2716940.0,40.4,16,169808.75
15.3,100126,SAINT PETERSBURG,FL,Pinellas,598,0.0,0.0,0.74,0.17,1.52146,0.208806,0.091843,2.271967,1.62605,4.123965,2.450393,6.952742,0.968944,1.295684,1.286202,3.0,0.0568561872909699,0.2240802675585284,0.2324414715719064,0.3277591973244147,0.4013377926421405,104.0,0.0,1.0,92.0,77.0,56252.66666666666,974996.0,48.8,11,88636.0
15.7,100127,CLEARWATER,FL,Pinellas,2644,0.528,0.986,0.5670000000000001,0.265,0.451056,0.263407,0.115468,2.302521,1.66225,4.586753,2.412344,5.734737,0.749762,0.6883199999999999,0.924119,4.0,0.1289712556732224,0.14334341906202724,0.3040847201210287,0.3895612708018154,0.22276853252647505,173.0,1.0,4.0,77.0,64.0,56252.66666666666,974996.0,48.8,11,88636.0
15.5,100128,TAMPA,FL,Hillsborough,2595,0.315,0.483,1.4080000000000001,0.38299999999999995,0.129365,0.222753,0.079545,3.004122,2.076804,6.1485629999999984,5.4779,6.434279,0.873663,1.004701,1.115229,4.0,0.08092485549132948,0.11406551059730252,0.2828516377649325,0.2840077071290944,0.16377649325626206,235.0,,0.0,52.0,80.0,49069.66666666666,1471968.0,37.6,9,163552.0
17.2,100131,AVENTURA,FL,Miami-Dade,1286,0.982,0.677,1.248,0.28300000000000003,1.315489,0.180578,0.088376,2.12966,1.61584,5.328261,4.342673,6.313548,0.831073,1.212939,1.3197299999999998,3.0,0.09097978227060652,0.2161741835147745,0.2892690513219285,0.0552099533437014,0.458786936236392,145.0,1.0,4.0,45.0,9.0,54823.66666666666,2716940.0,40.4,16,169808.75
15.2,100132,PLANT CITY,FL,Hillsborough,352,2.017,1.665,0.693,0.429,0.771632,0.217911,0.093784,2.859459,1.388677,4.4851160000000005,3.065723,5.216668,0.849576,1.113208,1.018277,3.0,0.16477272727272727,0.4857954545454545,0.40625,0.08238636363636362,0.4517045454545455,163.0,1.0,3.0,75.0,69.0,49069.66666666666,1471968.0,37.6,9,163552.0
15.5,100135,TALLAHASSEE,FL,Leon,1959,1.297,0.7070000000000001,1.527,0.6890000000000001,3.015295,0.21619,0.086505,3.340275,1.018625,3.872661,2.657094,4.654165,0.781342,1.022511,1.572532,3.0,0.15722307299642674,0.13272077590607453,0.3802960694231751,0.18376722817764168,0.24604389994895354,180.0,,0.0,21.0,99.0,46501.33333333334,293582.0,31.5,2,146791.0
14.9,100137,DAVENPORT,FL,Polk,484,0.0,0.622,2.219,0.47200000000000003,0.267004,0.20521,0.092925,2.215059,1.342724,4.672038,4.973058,5.268479,0.8410790000000001,1.044048,0.964388,1.0,0.22933884297520665,0.4090909090909091,0.4132231404958678,0.5929752066115702,0.44214876033057854,162.0,,0.0,56.0,43.0,37663.66666666666,724777.0,40.2,4,181194.25
14.2,100140,FERNANDINA BEACH,FL,Nassau,502,,,,0.165,0.8519110000000001,0.219294,0.093588,2.427721,1.393389,5.381953,3.895785,5.084246,0.833425,1.412457,1.108205,4.0,,0.2330677290836653,0.3466135458167331,0.4402390438247012,0.4780876494023905,162.0,2.0,2.0,42.0,76.0,62819.66666666666,88625.0,45.9,1,88625.0
15.4,100142,MARIANNA,FL,Jackson,333,,,,1.454,0.379398,0.223461,0.094485,2.490192,1.409868,5.598687,3.331381,4.692374,0.8459450000000001,1.13308,0.924101,3.0,,0.4894894894894895,0.4294294294294294,0.2192192192192192,0.9009009009009008,108.0,1.0,2.0,86.0,100.0,35668.666666666664,46414.0,42.4,1,46414.0
15.5,100150,KEY WEST,FL,Monroe,221,,0.0,,0.469,0.401114,0.3019,0.094636,2.689695,1.3776389999999998,4.446432,2.972744,4.542204,0.833643,1.075543,0.880921,3.0,,0.3122171945701357,0.5475113122171946,0.3710407239819005,0.4796380090497738,113.0,1.0,2.0,60.0,42.0,103130.33333333331,74228.0,48.4,1,74228.0
15.1,100151,JACKSONVILLE,FL,Duval,2236,0.649,0.406,1.133,0.32899999999999996,0.317089,0.244612,0.084535,2.580956,1.843094,3.884799,4.246365,3.405381,0.839461,1.237958,0.869361,5.0,0.04740608228980322,0.07647584973166369,0.2392665474060823,0.3770125223613596,0.2589445438282648,179.0,1.0,2.0,64.0,88.0,48429.33333333334,957755.0,36.6,7,136822.14285714287
16.1,100154,SOUTH MIAMI,FL,Miami-Dade,786,0.556,1.3840000000000001,2.332,0.7120000000000001,1.868022,0.195895,0.104014,2.410337,1.266129,5.904374,5.798571,5.882806,0.830034,0.98693,1.532767,4.0,0.2137404580152672,0.19720101781170485,0.3753180661577608,0.0737913486005089,0.6208651399491094,246.0,1.0,3.0,71.0,63.0,54823.66666666666,2716940.0,40.4,16,169808.75
17.0,100156,LAKE CITY,FL,Columbia,912,0.758,0.0,1.89,0.779,0.227916,0.203493,0.104258,2.388686,1.393247,5.381948,3.909152,5.246122,0.842051,1.744287,0.947466,3.0,0.0712719298245614,0.4276315789473684,0.4912280701754386,0.1787280701754386,0.4978070175438597,64.0,0.0,3.0,54.0,49.0,36228.333333333336,71686.0,40.5,2,35843.0
17.2,100157,LAKELAND,FL,Polk,3270,1.2590000000000001,0.745,1.331,0.424,2.560548,0.283852,0.09516,1.996218,1.159127,2.530177,5.829258,4.609924,0.7594350000000001,1.028109,1.563447,2.0,0.1382262996941896,0.2792048929663609,0.36391437308868496,0.18623853211009173,0.2990825688073395,156.0,,0.0,45.0,98.0,37663.66666666666,724777.0,40.2,4,181194.25
17.0,10015F,LAKE CITY,FL,Columbia,468,,,,,1.407739,0.224359,0.094197,2.509847,,,3.506757,,,1.190294,1.221632,,,0.5982905982905983,0.5491452991452992,,0.6303418803418803,,,0.0,,,36228.333333333336,71686.0,40.5,2,35843.0
17.1,100161,SANFORD,FL,Seminole,890,2.05,0.94,0.7929999999999999,0.353,0.189415,0.193723,0.091877,2.3122540000000003,1.748159,8.216689,4.717214,5.060066,0.8368040000000001,1.36555,1.061883,3.0,0.2202247191011236,0.1797752808988764,0.4550561797752809,0.16404494382022472,0.28314606741573034,174.0,0.0,3.0,73.0,32.0,51486.0,471826.0,39.4,2,235913.0
14.7,100166,SARASOTA,FL,Sarasota,1257,1.825,0.997,1.8230000000000002,0.325,0.376539,0.185583,0.087812,2.212933,1.2847620000000002,3.213084,1.839145,7.033909,0.812293,0.900907,0.861766,3.0,0.10182975338106603,0.12967382657120127,0.3158313444709626,,0.3229912490055688,143.0,0.0,3.0,82.0,56.0,68939.33333333331,433742.0,57.1,4,108435.5
17.0,100167,PLANTATION,FL,Broward,773,2.072,1.38,0.833,0.436,0.440129,0.200719,0.090537,2.739814,1.331547,6.68317,3.072859,6.390758,0.825247,1.011782,1.03898,3.0,0.07891332470892626,0.18628719275549807,0.4191461836998706,0.19016817593790428,0.4023285899094437,126.0,0.0,4.0,85.0,22.0,53076.66666666666,1952778.0,40.8,13,150213.6923076923
16.4,100168,BOCA RATON,FL,Palm Beach,3144,0.561,0.562,0.628,0.5770000000000001,1.508024,0.249737,0.10414,3.568142,3.450763,5.791936,5.13499,7.722948,0.903102,1.604206,1.666634,3.0,0.1180025445292621,0.14376590330788805,0.3622773536895674,0.20229007633587787,0.5540712468193384,162.0,,0.0,56.0,73.0,84922.33333333331,1496770.0,45.2,12,124730.83333333333
15.0,100173,TAMPA,FL,Hillsborough,1293,1.179,0.888,1.4,0.295,0.100082,0.208194,0.08993200000000001,3.251996,1.431709,5.3482650000000005,4.399113,5.499317,0.7891060000000001,0.731813,0.932612,3.0,0.14153132250580047,0.2737819025522042,0.2768754833720031,0.13611755607115236,0.3696829079659706,147.0,1.0,4.0,79.0,78.0,49069.66666666666,1471968.0,37.6,9,163552.0
15.8,100176,PALM BEACH GARDENS,FL,Palm Beach,1292,1.426,0.677,2.515,1.018,0.369391,0.163663,0.089156,2.670551,,,3.97404,,0.8320209999999999,0.952583,0.968951,2.0,0.18575851393188852,0.20123839009287925,0.3885448916408669,0.11145510835913312,0.4744582043343653,164.0,0.0,2.0,25.0,34.0,84922.33333333331,1496770.0,45.2,12,124730.83333333333
15.6,100177,COCOA BEACH,FL,Brevard,605,,0.76,0.8390000000000001,0.424,0.242839,0.205427,0.092734,2.32736,1.374301,4.132328,4.392337,5.003978,0.8295899999999999,1.007807,0.899224,4.0,0.171900826446281,0.2727272727272727,0.4132231404958678,0.2363636363636364,0.4743801652892562,166.0,1.0,2.0,74.0,86.0,48730.33333333334,601942.0,47.7,7,85991.71428571429
16.7,100179,JACKSONVILLE,FL,Duval,1585,0.37799999999999995,0.8420000000000001,0.8270000000000001,0.172,0.094887,0.215585,0.087808,2.788675,1.982457,5.165786,2.800441,6.025769,0.812218,1.113609,0.905509,2.0,0.09211356466876973,0.13249211356466878,0.3331230283911672,0.20757097791798107,0.24542586750788645,129.0,,0.0,67.0,48.0,48429.33333333334,957755.0,36.6,7,136822.14285714287
16.0,100180,SAINT PETERSBURG,FL,Pinellas,313,0.0,0.381,0.723,0.58,0.259975,0.218966,0.09357,2.671984,1.397166,7.4805259999999985,4.5596190000000005,5.17525,0.8453209999999999,1.071121,1.037456,2.0,,0.3226837060702875,0.3354632587859425,,0.597444089456869,122.0,0.0,2.0,83.0,78.0,56252.66666666666,974996.0,48.8,11,88636.0
16.1,100183,CORAL GABLES,FL,Miami-Dade,485,0.7070000000000001,1.149,3.536,0.621,0.29385500000000003,0.255884,0.092362,2.404375,,,3.03936,,0.851332,1.0945200000000002,0.880192,2.0,,0.5154639175257731,0.3731958762886598,,0.5278350515463918,158.0,0.0,2.0,68.0,47.0,54823.66666666666,2716940.0,40.4,16,169808.75
