ReadmissionRate,Facility_ID,City,State,County,Total_Admissions,HAI_1_SIR,HAI_2_SIR,HAI_5_SIR,HAI_6_SIR,PSI_3,PSI_6,PSI_8,PSI_9,PSI_10,PSI_11,PSI_12,PSI_13,PSI_14,PSI_15,PSI_90,H_Comp_Ov,AMI_TA_PROP,COPD_TA_PROP,HF_TA_PROP,HIPKNEE_TA_PROP,PN_TA_PROP,ED_MEDIAN_VISIT_MINS,ED_LEFT_NOT_SEEN_%,ED_VOLUME,%_SEPSIS_CARE,%_HCWs_FLU_VAX,2018to2020_PCPI,Population_2019,MEDIAN_AGE_TOT,County_Facilities,Pop/Hosp
14.7,230117,KALAMAZOO,MI,Kalamazoo,1627,0.381,0.531,0.17300000000000001,0.28600000000000003,0.363582,0.198296,0.100517,3.333689,1.323251,5.893326,1.979947,3.476667,0.79866,1.261334,0.805604,3.0,0.38660110633067,0.1272280270436386,0.4480639213275968,0.2409342347879533,0.28518746158574065,165.0,1.0,3.0,67.0,84.0,49892.0,265066.0,34.7,2,132533.0
15.1,23011F,ANN ARBOR,MI,Washtenaw,1190,0.0,,,,0.173401,0.200555,0.103464,2.574151,1.43022,2.722291,3.057216,4.192866,0.8976870000000001,1.085242,0.7356199999999999,5.0,0.1176470588235294,0.19747899159663865,0.3966386554621849,0.1134453781512605,0.17563025210084032,,,0.0,,,61141.0,367601.0,34.1,5,73520.2
15.7,230121,OWOSSO,MI,Shiawassee,311,0.0,0.0,,0.474,1.829752,0.221893,0.094299,2.73602,1.408091,4.488296,4.221637,4.614781,0.99961,1.117129,1.35329,4.0,,0.3633440514469453,0.5498392282958199,0.3086816720257235,0.5273311897106109,143.0,,0.0,80.0,98.0,41553.0,68122.0,43.0,1,68122.0
16.1,230130,ROYAL OAK,MI,Oakland,5128,0.8959999999999999,0.7559999999999999,0.893,0.619,0.320991,0.168208,0.103159,1.56997,1.845951,2.4285810000000003,4.669296,4.393174,0.8241950000000001,1.585999,0.880805,3.0,0.12460998439937596,0.14625585023400936,0.3878705148205928,0.2923166926677067,0.21548361934477375,268.0,1.0,4.0,28.0,98.0,73911.0,1257584.0,41.2,10,125758.4
15.8,230132,FLINT,MI,Genesee,592,0.39,0.672,1.176,0.7240000000000001,0.921852,0.200102,0.091666,3.122623,1.368104,4.954347,4.552551,5.403326,0.810241,1.2956530000000002,1.169668,3.0,0.13006756756756754,0.4222972972972973,0.5084459459459459,0.1570945945945946,0.27702702702702703,281.0,6.0,4.0,15.0,96.0,42862.333333333336,405813.0,40.8,3,135271.0
15.4,230133,GAYLORD,MI,Otsego,211,,,,0.0,0.477689,0.22639,0.094974,2.479344,1.409058,4.571706,3.166527,4.713568,0.8463729999999999,1.132192,0.913103,3.0,,0.5308056872037915,0.4644549763033176,0.6966824644549763,0.6445497630331753,162.0,1.0,1.0,44.0,98.0,42647.0,24668.0,44.8,1,24668.0
16.5,230141,FLINT,MI,Genesee,1767,0.8320000000000001,0.6459999999999999,1.2830000000000001,0.601,0.25914,0.154608,0.087701,2.079286,1.513468,4.997714,3.154367,8.803953,0.780898,1.022074,1.052699,2.0,0.27730616864742497,0.23033389926428974,0.4323712507074137,0.22297679683078664,0.2812676853423882,151.0,1.0,4.0,53.0,80.0,42862.333333333336,405813.0,40.8,3,135271.0
15.4,230142,WAYNE,MI,Wayne,549,1.206,0.0,1.5219999999999998,0.825,0.205682,0.2086,0.092862,2.307971,1.409559,4.512424,3.678013,4.585865,0.8445940000000001,1.057156,0.845274,2.0,0.13296903460837886,0.4043715846994536,0.3806921675774135,0.09289617486338797,0.453551912568306,174.0,0.0,3.0,48.0,98.0,45243.66666666666,1749343.0,37.9,14,124953.07142857143
15.4,230146,WYANDOTTE,MI,Wayne,1238,0.64,0.242,0.0,0.146,0.75575,0.245571,0.103062,2.237484,1.217754,4.091012,3.554557,6.032806,0.810922,1.180041,1.055102,3.0,0.15993537964458804,0.39337641357027453,0.4854604200323102,0.10177705977382877,0.3998384491114701,178.0,1.0,4.0,62.0,96.0,45243.66666666666,1749343.0,37.9,14,124953.07142857143
16.3,230151,FARMINGTON HILLS,MI,Oakland,1185,1.181,0.91,0.324,0.7090000000000001,0.405975,0.18501,0.09002,2.278138,1.357866,3.593522,3.824123,4.080701,0.97042,0.8790180000000001,0.843936,2.0,0.12742616033755275,0.2835443037974684,0.4506329113924051,0.08607594936708861,0.3164556962025317,155.0,0.0,4.0,45.0,98.0,73911.0,1257584.0,41.2,10,125758.4
15.4,230156,ANN ARBOR,MI,Washtenaw,3013,0.9009999999999999,1.41,1.111,0.7090000000000001,0.927285,0.227867,0.116076,1.91634,0.8569120000000001,4.95381,2.913343,4.354709,0.73331,0.571915,0.96291,4.0,0.17225356787255228,0.1523398606040491,0.4009293063391968,0.2834384334550282,0.33455028211085297,235.0,2.0,4.0,43.0,94.0,61141.0,367601.0,34.1,5,73520.2
15.9,230165,DETROIT,MI,Wayne,1731,0.665,0.414,1.3119999999999998,0.518,0.331561,0.298183,0.08542000000000001,2.066078,1.583886,7.277176,2.20089,6.47464,0.81174,1.192313,1.008389,3.0,0.11149624494511842,0.24436741767764295,0.5280184864240324,0.1582900057770075,0.24321201617562105,185.0,1.0,4.0,18.0,57.0,45243.66666666666,1749343.0,37.9,14,124953.07142857143
15.8,230167,LANSING,MI,Ingham,1307,1.368,0.47600000000000003,1.3719999999999999,0.14400000000000002,0.571385,0.226952,0.089174,3.133484,1.429153,4.585302,3.529545,7.015624000000001,0.819859,0.899134,1.081224,3.0,0.14690130068859986,0.2272379495026779,0.31216526396327465,0.5156847742922723,0.3817903596021423,168.0,1.0,3.0,53.0,63.0,42055.66666666666,292406.0,32.6,2,146203.0
15.3,230176,TRENTON,MI,Wayne,1006,0.943,0.207,2.483,0.436,0.155595,0.19678,0.091591,3.052299,1.364601,4.939488,3.035605,4.83245,0.836356,0.996457,0.829253,3.0,0.15308151093439365,0.35984095427435386,0.35288270377733605,0.15109343936381708,0.44930417495029823,182.0,0.0,2.0,53.0,97.0,45243.66666666666,1749343.0,37.9,14,124953.07142857143
14.6,230193,LAPEER,MI,Lapeer,580,,0.0,1.419,0.34,0.244412,0.21575500000000006,0.093046,2.369866,1.3996309999999998,5.233225,4.040285,5.705386,0.985961,1.062007,0.958225,2.0,0.12758620689655173,0.2948275862068965,0.4637931034482759,0.3620689655172414,0.5689655172413793,185.0,1.0,2.0,77.0,81.0,45932.0,87607.0,44.8,1,87607.0
16.7,230195,WARREN,MI,Macomb,2052,1.189,0.655,0.871,0.777,0.676821,0.224546,0.086155,2.755434,1.371915,8.000387,3.116391,5.34575,0.786133,1.292149,1.111119,2.0,0.10477582846003898,0.3523391812865497,0.5287524366471735,0.09892787524366473,0.5316764132553606,206.0,2.0,4.0,38.0,74.0,48758.33333333334,873972.0,41.2,3,291324.0
14.4,230197,GRAND BLANC,MI,Genesee,1568,0.5920000000000001,0.5720000000000001,0.6659999999999999,0.8,0.238127,0.180688,0.100006,2.8071900000000003,1.6905330000000005,5.382961,3.723129,4.1647870000000005,0.784934,0.7756689999999999,0.8752979999999999,4.0,0.1096938775510204,0.2149234693877551,0.4158163265306121,0.3137755102040816,0.4668367346938776,222.0,1.0,3.0,44.0,59.0,42862.333333333336,405813.0,40.8,3,135271.0
15.8,230207,PONTIAC,MI,Oakland,347,0.431,1.545,,0.36200000000000004,0.234082,0.217436,0.093964,2.400297,1.3759549999999998,6.899906,2.832604,5.322623,0.835247,1.0545209999999998,0.920983,2.0,0.07204610951008646,0.2651296829971181,0.3170028818443804,0.17002881844380405,0.5014409221902018,98.0,0.0,3.0,64.0,76.0,73911.0,1257584.0,41.2,10,125758.4
16.0,230216,PORT HURON,MI,Saint Clair,1126,0.598,0.878,0.0,0.643,0.393536,0.195492,0.114787,2.637853,1.497726,3.22461,3.484207,5.113819,0.797401,0.909094,0.883022,3.0,0.2673179396092362,0.3818827708703375,0.4840142095914742,0.3046181172291297,0.4964476021314387,138.0,,0.0,75.0,87.0,46648.0,159128.0,44.4,2,79564.0
14.7,230217,MARSHALL,MI,Calhoun,329,,,,0.675,0.394292,0.222077,0.106624,2.952253,1.370737,3.833232,2.781977,4.333836,0.839649,1.09756,0.832886,4.0,,0.4376899696048632,0.3768996960486322,0.2492401215805471,0.4620060790273556,136.0,1.0,2.0,60.0,95.0,41448.66666666666,134159.0,40.0,2,67079.5
16.4,230222,MIDLAND,MI,Midland,1542,0.13699999999999998,0.782,2.198,0.653,0.41826,0.291263,0.100718,2.92977,1.476111,6.063768,3.828295,5.695509,1.104589,1.610523,1.069203,4.0,0.4007782101167315,0.19455252918287935,0.3748378728923476,0.2600518806744488,0.3735408560311284,160.0,1.0,3.0,31.0,83.0,55337.0,83156.0,41.6,1,83156.0
16.0,230227,MOUNT CLEMENS,MI,Macomb,1438,0.637,0.14,0.9390000000000001,0.23399999999999999,0.965985,0.212522,0.101069,2.259906,1.475189,3.0494380000000003,4.144501999999999,4.077213,0.8039229999999999,0.8731909999999999,1.015184,2.0,0.1599443671766342,0.282336578581363,0.4909596662030598,0.07858136300417247,0.4061196105702364,187.0,2.0,4.0,70.0,59.0,48758.33333333334,873972.0,41.2,3,291324.0
14.8,230230,LANSING,MI,Ingham,2571,0.759,0.706,0.293,0.8109999999999999,0.545076,0.400565,0.093669,1.81954,1.198966,3.339982,3.21644,5.017627,0.765099,1.146395,0.916286,2.0,0.1602489303772851,0.1940879035394788,0.3267211201866978,0.1824192921042396,0.4360171139634384,254.0,3.0,4.0,48.0,78.0,42055.66666666666,292406.0,32.6,2,146203.0
13.6,230236,WYOMING,MI,Kent,650,0.528,1.425,0.0,0.664,1.099622,0.27839400000000003,0.092111,2.264342,1.29801,4.11768,3.201653,3.783224,0.982998,0.97021,1.0256459999999998,4.0,0.11692307692307692,0.15076923076923074,0.31076923076923074,0.4707692307692308,0.2353846153846154,157.0,2.0,4.0,56.0,97.0,54449.66666666666,656955.0,35.6,3,218985.0
15.5,230239,SAULT SAINTE MARIE,MI,Chippewa,214,,0.0,,0.7509999999999999,1.638374,0.2258,0.09467,2.499684,1.415959,4.7442129999999985,3.281796,4.770542,0.8514309999999999,1.15613,1.261032,4.0,,0.41121495327102797,0.6869158878504673,0.2803738317757009,0.7850467289719626,125.0,2.0,1.0,67.0,73.0,36206.333333333336,37349.0,40.5,1,37349.0
17.2,230244,GARDEN CITY,MI,Wayne,733,2.072,0.927,2.73,0.374,0.135214,0.200371,0.091818,2.301039,1.400165,4.095867,2.4706810000000003,4.520468,0.842834,1.065648,0.7429180000000001,3.0,0.15279672578444747,0.16371077762619374,0.3219645293315143,0.15006821282401092,0.4256480218281037,136.0,2.0,3.0,81.0,97.0,45243.66666666666,1749343.0,37.9,14,124953.07142857143
14.8,230254,ROCHESTER,MI,Oakland,1102,1.053,0.754,0.629,0.9620000000000001,0.432686,0.268121,0.09072,2.731018,2.07098,3.578351,3.371277,7.2366899999999985,0.8233450000000001,1.221942,1.061983,3.0,0.11343012704174228,0.1896551724137931,0.35571687840290384,0.4773139745916515,0.33575317604355714,157.0,1.0,2.0,55.0,96.0,73911.0,1257584.0,41.2,10,125758.4
15.0,230259,CHELSEA,MI,Washtenaw,448,,0.948,,0.43799999999999994,0.399317,0.222722,0.093036,2.682208,1.379254,4.8269470000000005,2.564701,4.326088,0.8478120000000001,1.11722,0.8474879999999999,5.0,,0.16964285714285715,0.29464285714285715,,0.36830357142857145,183.0,1.0,2.0,35.0,99.0,61141.0,367601.0,34.1,5,73520.2
16.3,230269,TROY,MI,Oakland,4144,1.01,1.239,0.53,0.584,0.698429,0.197948,0.090621,1.566958,1.548425,2.367025,2.787554,4.759112,0.885242,0.576763,0.859527,4.0,0.12717181467181468,0.2055984555984556,0.40540540540540543,0.2171814671814672,0.27702702702702703,213.0,0.0,4.0,42.0,94.0,73911.0,1257584.0,41.2,10,125758.4
16.1,230270,TAYLOR,MI,Wayne,502,2.36,1.271,2.499,0.551,0.206265,0.214156,0.093244,2.388297,1.694518,4.581943,2.815794,4.719496,0.850533,1.458109,0.8410549999999999,2.0,0.061752988047808766,0.452191235059761,0.3625498007968128,0.2410358565737052,0.4900398406374502,170.0,0.0,2.0,49.0,98.0,45243.66666666666,1749343.0,37.9,14,124953.07142857143
16.2,230273,DETROIT,MI,Wayne,536,1.3030000000000002,0.446,2.044,0.72,0.809697,0.204178,0.092441,2.668339,1.397263,5.547838,5.912565,4.655735,0.822459,1.000746,1.175117,1.0,0.1082089552238806,0.4253731343283582,0.3880597014925373,,0.291044776119403,158.0,1.0,4.0,39.0,83.0,45243.66666666666,1749343.0,37.9,14,124953.07142857143
15.6,230277,COMMERCE TOWNSHIP,MI,Oakland,659,2.543,1.3530000000000002,0.0,0.92,0.234293,0.240773,0.092066,2.497694,1.362536,6.427112,4.282913,6.76127,0.8417959999999999,1.374622,1.071237,3.0,0.2488619119878604,0.3080424886191199,0.4506828528072838,0.4385432473444613,0.2716236722306525,150.0,0.0,2.0,38.0,86.0,73911.0,1257584.0,41.2,10,125758.4
15.9,230302,WEST BLOOMFIELD,MI,Oakland,1231,0.306,0.456,0.35,0.19899999999999998,0.15072,0.231327,0.090036,2.327559,1.329697,5.056879,3.558671,6.452351,0.8380629999999999,0.972737,0.931111,4.0,0.12022745735174654,0.09991876523151907,0.4589764419171405,0.2014622258326564,0.39480097481722176,230.0,2.0,3.0,51.0,96.0,73911.0,1257584.0,41.2,10,125758.4
17.5,23037F,DETROIT,MI,Wayne,1060,,,,,0.235767,0.251841,0.091733,2.040323,1.260173,3.971685,2.786241,4.430968,0.819774,0.982929,0.772596,3.0,0.05660377358490566,0.20849056603773586,0.3377358490566037,0.1792452830188679,0.17358490566037735,,,0.0,,,45243.66666666666,1749343.0,37.9,14,124953.07142857143
15.0,240001,ROBBINSDALE,MN,Hennepin,862,0.78,0.47100000000000003,0.626,0.431,1.491021,0.179383,0.089712,3.304043,1.182579,5.100008,2.570479,4.81027,0.796218,1.129776,1.184761,3.0,0.13805104408352667,0.12529002320185614,0.4153132250580047,0.18213457076566125,0.2784222737819025,156.0,3.0,4.0,31.0,98.0,76591.66666666669,1265843.0,36.8,7,180834.7142857143
15.0,240002,DULUTH,MN,Saint Louis,1289,0.371,0.9740000000000001,0.578,0.8959999999999999,0.234082,0.207408,0.101471,2.187802,1.263981,2.752607,3.3144400000000003,4.602998,0.928321,1.734234,0.7931239999999999,3.0,0.287044220325834,0.09852598913886734,0.3685027152831653,0.21722265321955006,0.22032583397982933,179.0,2.0,3.0,62.0,97.0,48657.0,199070.0,40.9,2,99535.0
15.2,240004,MINNEAPOLIS,MN,Hennepin,490,0.75,0.675,0.488,0.365,1.400052,0.237454,0.091944,2.1584220000000003,1.347357,5.5091519999999985,3.6002160000000005,5.484963,0.831096,0.963461,1.2545620000000002,3.0,0.053061224489795916,0.16122448979591836,0.21224489795918366,,0.2897959183673469,211.0,,0.0,49.0,90.0,76591.66666666669,1265843.0,36.8,7,180834.7142857143
15.4,240010,ROCHESTER,MN,Olmsted,5236,0.628,0.507,0.316,0.505,0.239837,0.161169,0.091806,3.247677,2.519352,2.399897,3.955416000000001,4.386247,1.081686,1.367668,0.882524,5.0,0.106951871657754,0.05271199388846448,0.20989304812834225,0.313598166539343,0.14705882352941174,233.0,2.0,4.0,36.0,89.0,60244.33333333334,158293.0,37.3,1,158293.0
14.4,240036,SAINT CLOUD,MN,Stearns,1367,1.369,1.865,0.9670000000000001,1.092,0.152878,0.213998,0.095204,2.537451,1.103644,3.545433,2.081925,4.7629730000000015,1.028033,1.62569,0.731695,4.0,0.2348207754206291,0.11777615215801025,0.324067300658376,0.2143379663496708,0.2472567666422824,213.0,3.0,4.0,26.0,66.0,48334.66666666666,161075.0,35.0,1,161075.0
15.3,240038,SAINT PAUL,MN,Ramsey,1073,0.88,0.23800000000000002,0.764,0.687,0.574134,0.225859,0.09961,2.052308,0.955155,4.017244,3.865049,4.330693,0.806399,1.043265,0.903394,4.0,0.1724137931034483,0.11276794035414725,0.3448275862068966,0.32246039142590865,0.228331780055918,208.0,,0.0,51.0,74.0,55909.0,550321.0,35.3,4,137580.25
16.3,24003F,MINNEAPOLIS,MN,Hennepin,2295,0.642,0.48,,,0.639934,0.220314,0.111717,2.478322,1.067474,5.305959,3.659825,2.895457,0.7490640000000001,1.757367,0.915665,4.0,0.12505446623093686,0.13769063180827887,0.28017429193899784,0.3228758169934641,0.1786492374727669,,,0.0,,,76591.66666666669,1265843.0,36.8,7,180834.7142857143
15.2,240043,ALBERT LEA,MN,Freeborn,296,,0.867,,0.18899999999999997,0.320465,0.223198,0.093877,2.495462,1.3960290000000002,6.587039,5.519227,5.860428,0.849751,1.132213,1.1123040000000002,3.0,,0.28378378378378377,0.777027027027027,0.3851351351351352,,118.0,2.0,2.0,57.0,91.0,46692.0,30281.0,44.0,1,30281.0
15.4,240047,DULUTH,MN,Saint Louis,782,0.46,0.29,0.578,1.047,0.886518,0.200207,0.116098,3.0725740000000004,1.260086,5.699017,4.3489879999999985,5.830546,0.831573,1.59913,1.199711,4.0,0.17135549872122766,0.1547314578005115,0.21611253196930946,0.629156010230179,0.2979539641943734,163.0,2.0,2.0,83.0,92.0,48657.0,199070.0,40.9,2,99535.0
15.5,240053,SAINT LOUIS PARK,MN,Hennepin,1303,0.898,0.369,0.22699999999999998,0.32,0.287685,0.200256,0.086899,2.112271,1.40494,3.760653,2.319453,5.975585,0.8017449999999999,1.089385,0.838521,4.0,0.09056024558710668,0.0844205679201842,0.3522640061396777,0.3177283192632387,0.375287797390637,215.0,,0.0,69.0,86.0,76591.66666666669,1265843.0,36.8,7,180834.7142857143
15.5,240056,WACONIA,MN,Carver,333,,0.0,,0.797,0.327462,0.216213,0.093283,2.633121,1.36008,4.841876999999998,4.262734,4.819466,0.847354,1.418407,0.948928,4.0,0.09009009009009007,0.23123123123123124,0.3363363363363364,0.6246246246246246,0.35135135135135137,160.0,2.0,2.0,86.0,82.0,73460.33333333331,105089.0,38.4,1,105089.0
15.0,240057,MINNEAPOLIS,MN,Hennepin,1712,0.545,0.919,0.8540000000000001,0.506,0.165035,0.191809,0.08433099999999999,2.752494,1.680921,4.017992,4.381547,5.625433,0.736217,1.816504,0.951665,4.0,0.2219626168224299,0.08703271028037382,0.3533878504672897,0.2464953271028037,0.17523364485981308,194.0,2.0,3.0,42.0,78.0,76591.66666666669,1265843.0,36.8,7,180834.7142857143
16.1,240063,SAINT PAUL,MN,Ramsey,600,0.483,1.51,0.585,0.591,0.186606,0.21723,0.104132,2.314936,1.579427,4.526216000000002,3.276622,4.943768,0.8355809999999999,1.989489,0.880132,3.0,0.2483333333333333,0.10166666666666667,0.41,0.22,0.26,147.0,3.0,2.0,36.0,60.0,55909.0,550321.0,35.3,4,137580.25
15.8,240066,STILLWATER,MN,Washington,310,,,,0.73,0.384804,0.223697,0.093379,2.429612,1.344409,4.820503,2.679079,4.859454,0.847542,1.121897,0.8699870000000001,5.0,,0.12903225806451613,0.3064516129032258,,0.2645161290322581,157.0,0.0,1.0,70.0,92.0,69763.66666666669,262440.0,39.6,2,131220.0
15.6,240075,BRAINERD,MN,Crow Wing,315,,0.8029999999999999,,0.424,0.290031,0.217423,0.093471,2.668675,1.347321,3.960638,3.17713,5.324136,0.8417879999999999,1.075408,0.868246,4.0,0.07936507936507936,0.1841269841269841,0.5301587301587302,0.5111111111111111,0.6190476190476191,128.0,1.0,2.0,70.0,96.0,46523.33333333334,65055.0,44.6,1,65055.0
15.2,240078,EDINA,MN,Hennepin,1003,0.642,0.7190000000000001,0.6940000000000001,0.478,0.121024,0.17269600000000002,0.100527,2.675112,1.305209,3.425498,3.21378,4.464414,0.814334,0.8501290000000001,0.745304,3.0,0.2193419740777667,0.10967098703888337,0.3668993020937189,0.382851445663011,0.3409770687936192,176.0,1.0,3.0,71.0,64.0,76591.66666666669,1265843.0,36.8,7,180834.7142857143
15.9,240080,MINNEAPOLIS,MN,Hennepin,725,1.254,1.436,1.216,1.065,0.168754,0.246684,0.098943,2.632589,1.704076,4.158844,4.48179,6.849403,0.8972540000000001,0.8087840000000001,1.0051,4.0,0.0910344827586207,0.06344827586206897,0.2717241379310345,0.18482758620689652,0.22482758620689652,200.0,2.0,4.0,54.0,72.0,76591.66666666669,1265843.0,36.8,7,180834.7142857143
14.7,240093,MANKATO,MN,Blue Earth,674,0.889,0.8059999999999999,0.58,0.276,0.14206400000000002,0.200067,0.091447,3.011028,1.342126,5.645631,3.878738,6.107928,0.8196549999999999,1.260756,0.963371,3.0,0.15875370919881307,0.14391691394658754,0.41543026706231456,0.12166172106824925,0.4362017804154303,176.0,2.0,2.0,49.0,87.0,46530.0,67653.0,31.3,1,67653.0
15.7,240100,BEMIDJI,MN,Beltrami,406,0.0,0.562,0.0,0.345,0.591633,0.213211,0.093121,2.249696,1.319353,6.6666300000000005,3.863883,4.830065,0.829047,1.035035,1.038049,3.0,0.30295566502463056,0.229064039408867,0.458128078817734,0.3866995073891626,0.5394088669950738,161.0,4.0,2.0,66.0,92.0,42894.66666666666,47188.0,34.5,1,47188.0
15.5,240104,SHAKOPEE,MN,Scott,266,,,,0.17300000000000001,0.8680540000000001,0.22251,0.094109,2.444403,1.38286,5.036374,2.935659,5.634899,0.850719,1.125248,1.070606,4.0,,0.2406015037593985,0.43609022556390975,0.4022556390977444,0.35714285714285715,180.0,,0.0,68.0,80.0,63315.66666666666,149013.0,37.1,1,149013.0
16.2,240106,SAINT PAUL,MN,Ramsey,1138,1.42,0.546,0.386,0.264,0.088573,0.230767,0.099888,2.625625,1.26092,2.371057,4.368501,5.531728,0.7814840000000001,1.0185540000000002,0.8299200000000001,4.0,0.18189806678383127,0.10105448154657294,0.26537785588752194,0.0843585237258348,0.1968365553602812,178.0,2.0,4.0,46.0,84.0,55909.0,550321.0,35.3,4,137580.25
15.4,240115,COON RAPIDS,MN,Anoka,1469,0.568,1.499,0.43700000000000006,0.48100000000000004,0.250136,0.195734,0.098757,2.348379,1.885627,2.833846,2.4591220000000003,6.566124,0.936501,1.266703,0.8779370000000001,4.0,0.1279782164737917,0.1640571817562968,0.3437712729748128,0.2089857045609258,0.2906739278420694,204.0,,0.0,51.0,72.0,53231.0,356921.0,38.7,1,356921.0
15.4,240207,BURNSVILLE,MN,Dakota,502,0.996,1.864,0.0,0.685,0.209213,0.212216,0.09219,2.310086,1.3616780000000002,3.551623,2.735371,4.100282,0.837892,1.001492,0.737735,4.0,0.10159362549800798,0.1852589641434263,0.4422310756972112,0.4541832669322709,0.5,175.0,1.0,4.0,74.0,63.0,62421.33333333334,429021.0,38.4,1,429021.0
16.0,240210,MAPLEWOOD,MN,Ramsey,481,0.804,0.789,0.32299999999999995,0.45,0.208726,0.214338,0.092661,2.956624,1.340383,4.300937,2.463708,3.946439,0.808735,1.531118,0.7659,2.0,,0.1704781704781705,0.4449064449064449,,0.32432432432432434,190.0,3.0,3.0,56.0,70.0,55909.0,550321.0,35.3,4,137580.25
15.4,240213,WOODBURY,MN,Washington,326,,,0.0,0.27399999999999997,0.344957,0.222427,0.092327,2.925147,1.383246,4.598634,3.861775,4.397964,0.854375,1.143536,0.90269,4.0,,0.17484662576687116,0.3987730061349693,,0.30368098159509205,163.0,3.0,2.0,61.0,66.0,69763.66666666669,262440.0,39.6,2,131220.0
15.4,250001,JACKSON,MS,Hinds,1419,1.03,0.37200000000000005,1.3530000000000002,0.22,1.562858,0.234854,0.11216199999999997,4.054014,1.6091030000000002,5.420177,4.2267980000000005,4.517597,0.877625,1.222613,1.344025,3.0,0.10782241014799154,0.10429880197322057,0.2649753347427766,0.09020436927413672,0.2029598308668076,181.0,5.0,4.0,22.0,100.0,40725.66666666666,231840.0,35.8,5,46368.0
14.9,250004,TUPELO,MS,Lee,3380,0.616,0.976,0.495,0.439,0.261873,0.25366500000000003,0.10284,2.191488,1.625848,4.4619870000000015,2.897403,3.957084,1.0247389999999998,1.105544,0.809948,4.0,0.12514792899408286,0.21745562130177515,0.3106508875739645,0.2144970414201184,0.33165680473372783,144.0,,0.0,63.0,77.0,43416.333333333336,85436.0,37.7,1,85436.0
15.0,250006,NEW ALBANY,MS,Union,302,,,,0.342,0.362834,0.223673,0.094651,2.466901,1.412415,5.867681,3.236826,5.341157,0.846543,1.47975,0.966432,4.0,,0.2317880794701987,0.4701986754966888,0.2516556291390729,0.5331125827814569,114.0,1.0,2.0,83.0,100.0,34080.333333333336,28815.0,38.4,1,28815.0
15.6,250007,BILOXI,MS,Harrison,281,5.535,1.069,,0.469,0.28891100000000003,0.219281,0.132713,2.535645,1.361104,8.937084,2.71495,6.329681,0.84495,1.066014,1.052908,2.0,,0.3629893238434164,0.4661921708185053,0.2313167259786477,0.6832740213523132,142.0,2.0,2.0,62.0,50.0,38950.66666666666,208080.0,37.1,3,69360.0
15.4,250009,CORINTH,MS,Alcorn,1292,2.17,1.003,3.861,1.14,0.157612,0.303412,0.101345,2.987757,1.262733,4.199077,3.00101,5.928558,0.803619,1.2862870000000002,0.88169,4.0,0.20278637770897834,0.3157894736842105,0.3157894736842105,0.23993808049535606,0.6277089783281734,156.0,,0.0,37.0,70.0,37241.333333333336,36953.0,40.8,1,36953.0
16.5,250019,GULFPORT,MS,Harrison,1946,1.879,0.217,0.47200000000000003,1.023,2.362865,0.263275,0.088426,2.844924,2.119043,6.908629,3.745771,4.673687,0.810925,2.198737,1.6414810000000002,4.0,0.17625899280575538,0.2312435765673176,0.4049331963001028,0.12795477903391572,0.4193216855087359,164.0,3.0,4.0,62.0,64.0,38950.66666666666,208080.0,37.1,3,69360.0
16.4,250020,EUPORA,MS,Webster,201,,,,1.527,0.438857,0.227258,0.095307,,,,,,,,0.954819,,,0.8706467661691543,0.3631840796019901,,0.9104477611940298,80.0,,0.0,,91.0,40346.0,9689.0,40.5,1,9689.0
15.9,250025,AMORY,MS,Monroe,214,,,,0.385,0.400383,0.224981,0.095027,2.696623,1.401608,4.406882,3.3247230000000005,4.562819,0.8438629999999999,1.080506,0.8882120000000001,4.0,,0.4345794392523365,0.2850467289719626,,0.8644859813084113,119.0,,0.0,63.0,82.0,37098.66666666666,35252.0,41.7,1,35252.0
16.3,250031,VICKSBURG,MS,Warren,626,0.6629999999999999,0.693,1.163,0.408,1.932958,0.204309,0.092652,2.796614,1.323366,4.915941,3.849739,4.78676,0.981245,0.953989,1.372503,3.0,0.22364217252396165,0.2380191693290735,0.4664536741214058,0.07348242811501597,0.5047923322683706,157.0,2.0,2.0,38.0,43.0,41792.0,45381.0,39.8,1,45381.0
15.6,250034,OXFORD,MS,Lafayette,1396,0.8440000000000001,0.168,1.915,0.092,0.099486,0.215507,0.101097,2.250613,1.921635,4.520983,2.63623,4.709647,0.783044,0.805161,0.789764,4.0,0.19054441260744984,0.1812320916905444,0.416189111747851,0.19412607449856734,0.4262177650429799,132.0,0.0,3.0,76.0,100.0,44240.33333333334,54019.0,32.0,1,54019.0
15.9,250040,PASCAGOULA,MS,Jackson,1620,1.311,0.222,1.266,0.158,0.308039,0.212898,0.100413,2.391144,1.328285,4.592306,2.452682,5.451429,0.8004760000000001,0.8211219999999999,0.8466030000000001,4.0,0.16728395061728396,0.2,0.4598765432098765,0.33827160493827163,0.3191358024691358,146.0,2.0,4.0,64.0,85.0,39157.333333333336,143617.0,39.5,1,143617.0
16.9,250048,JACKSON,MS,Hinds,3154,0.079,0.629,0.86,0.428,0.5714859999999999,0.227327,0.106607,2.04533,1.364563,8.426869,7.234038000000001,6.403434,1.012382,1.107577,1.35312,4.0,0.16233354470513633,0.14267596702599875,0.29803424223208624,0.18452758402029168,0.3424223208623969,229.0,,0.0,29.0,95.0,40725.66666666666,231840.0,35.8,5,46368.0
