State,County,MEDIAN_AGE_TOT
Texas,Comanche County,45.5
Texas,Concho County,48.8
Texas,Cooke County,40.0
Texas,Coryell County,32.2
Texas,Cottle County,44.6
Texas,Crane County,34.1
Texas,Crockett County,39.4
Texas,Crosby County,38.6
Texas,Culberson County,41.9
Texas,Dallam County,31.6
Texas,Dallas County,33.7
Texas,Dawson County,33.7
Texas,Deaf Smith County,31.4
Texas,Delta County,42.1
Texas,Denton County,36.1
Texas,DeWitt County,41.8
Texas,Dickens County,43.4
Texas,Dimmit County,34.9
Texas,Donley County,43.2
Texas,Duval County,36.5
Texas,Eastland County,42.4
Texas,Ector County,30.6
Texas,Edwards County,48.7
Texas,Ellis County,36.4
Texas,El Paso County,32.7
Texas,Erath County,31.6
Texas,Falls County,39.6
Texas,Fannin County,41.1
Texas,Fayette County,47.9
Texas,Fisher County,45.8
Texas,Floyd County,38.1
Texas,Foard County,50.2
Texas,Fort Bend County,36.8
Texas,Franklin County,43.4
Texas,Freestone County,42.1
Texas,Frio County,31.7
Texas,Gaines County,28.3
Texas,Galveston County,38.1
Texas,Garza County,34.6
Texas,Gillespie County,50.3
Texas,Glasscock County,36.9
Texas,Goliad County,46.2
Texas,Gonzales County,37.2
Texas,Gray County,37.7
Texas,Grayson County,39.4
Texas,Gregg County,36.0
Texas,Grimes County,40.3
Texas,Guadalupe County,37.4
Texas,Hale County,33.4
Texas,Hall County,45.2
Texas,Hamilton County,45.4
Texas,Hansford County,34.0
Texas,Hardeman County,43.7
Texas,Hardin County,39.1
Texas,Harris County,34.0
Texas,Harrison County,38.6
Texas,Hartley County,40.3
Texas,Haskell County,43.2
Texas,Hays County,32.8
Texas,Hemphill County,36.4
Texas,Henderson County,44.3
Texas,Hidalgo County,29.7
Texas,Hill County,41.6
Texas,Hockley County,34.6
Texas,Hood County,46.4
Texas,Hopkins County,39.6
Texas,Houston County,44.6
Texas,Howard County,36.8
Texas,Hudspeth County,35.8
Texas,Hunt County,38.0
Texas,Hutchinson County,38.1
Texas,Irion County,43.3
Texas,Jack County,38.3
Texas,Jackson County,38.2
Texas,Jasper County,41.6
Texas,Jeff Davis County,58.7
Texas,Jefferson County,36.5
Texas,Jim Hogg County,34.4
Texas,Jim Wells County,35.4
Texas,Johnson County,36.8
Texas,Jones County,38.6
Texas,Karnes County,35.0
Texas,Kaufman County,35.1
Texas,Kendall County,42.6
Texas,Kenedy County,37.4
Texas,Kent County,47.7
Texas,Kerr County,48.3
Texas,Kimble County,50.6
Texas,King County,41.0
Texas,Kinney County,42.5
Texas,Kleberg County,28.4
Texas,Knox County,39.5
Texas,Lamar County,40.2
Texas,Lamb County,36.9
Texas,Lampasas County,43.8
Texas,La Salle County,31.6
Texas,Lavaca County,43.6
Texas,Lee County,42.2
Texas,Leon County,45.7
Texas,Liberty County,34.8
Texas,Limestone County,40.7
Texas,Lipscomb County,38.9
Texas,Live Oak County,41.6
Texas,Llano County,57.8
Texas,Loving County,31.3
Texas,Lubbock County,31.1
Texas,Lynn County,37.1
Texas,McCulloch County,43.0
Texas,McLennan County,33.4
Texas,McMullen County,48.6
Texas,Madison County,34.7
Texas,Marion County,51.1
Texas,Martin County,32.6
Texas,Mason County,49.5
Texas,Matagorda County,37.8
Texas,Maverick County,29.8
Texas,Medina County,39.4
Texas,Menard County,53.8
Texas,Midland County,32.1
Texas,Milam County,42.3
Texas,Mills County,49.8
Texas,Mitchell County,35.3
Texas,Montague County,43.9
Texas,Montgomery County,37.1
Texas,Moore County,31.6
Texas,Morris County,42.7
Texas,Motley County,49.2
Texas,Nacogdoches County,31.5
Texas,Navarro County,37.9
Texas,Newton County,44.1
Texas,Nolan County,38.0
Texas,Nueces County,36.1
Texas,Ochiltree County,32.3
Texas,Oldham County,40.2
Texas,Orange County,38.2
Texas,Palo Pinto County,41.6
Texas,Panola County,40.7
Texas,Parker County,39.3
Texas,Parmer County,35.1
Texas,Pecos County,35.8
Texas,Polk County,44.0
Texas,Potter County,34.2
Texas,Presidio County,39.7
Texas,Rains County,47.8
Texas,Randall County,36.3
Texas,Reagan County,34.1
Texas,Real County,52.6
Texas,Red River County,47.7
Texas,Reeves County,33.6
Texas,Refugio County,44.1
Texas,Roberts County,41.6
Texas,Robertson County,40.6
Texas,Rockwall County,37.8
Texas,Runnels County,41.5
Texas,Rusk County,39.3
Texas,Sabine County,53.4
Texas,San Augustine County,50.0
Texas,San Jacinto County,45.5
Texas,San Patricio County,36.2
Texas,San Saba County,41.1
Texas,Schleicher County,39.2
Texas,Scurry County,36.7
Texas,Shackelford County,44.2
Texas,Shelby County,38.6
Texas,Sherman County,37.6
Texas,Smith County,36.8
Texas,Somervell County,42.7
Texas,Starr County,29.0
Texas,Stephens County,40.1
Texas,Sterling County,36.4
Texas,Stonewall County,47.7
Texas,Sutton County,41.7
Texas,Swisher County,36.3
Texas,Tarrant County,34.8
Texas,Taylor County,32.6
Texas,Terrell County,51.0
Texas,Terry County,34.6
Texas,Throckmorton County,51.1
Texas,Titus County,34.2
Texas,Tom Green County,34.5
Texas,Travis County,34.8
Texas,Trinity County,48.9
Texas,Tyler County,42.5
Texas,Upshur County,41.0
Texas,Upton County,35.1
Texas,Uvalde County,34.5
Texas,Val Verde County,31.9
Texas,Van Zandt County,42.7
Texas,Victoria County,36.3
Texas,Walker County,36.2
Texas,Waller County,29.6
Texas,Ward County,33.9
Texas,Washington County,41.6
Texas,Webb County,29.1
Texas,Wharton County,37.4
Texas,Wheeler County,40.1
Texas,Wichita County,34.6
Texas,Wilbarger County,39.5
Texas,Willacy County,33.1
Texas,Williamson County,36.7
Texas,Wilson County,40.2
Texas,Winkler County,33.3
Texas,Wise County,38.9
Texas,Wood County,48.9
Texas,Yoakum County,30.6
Texas,Young County,41.6
Texas,Zapata County,30.0
Texas,Zavala County,31.4
Utah,Beaver County,33.5
Utah,Box Elder County,32.9
Utah,Cache County,25.5
Utah,Carbon County,37.6
Utah,Daggett County,47.3
Utah,Davis County,31.5
Utah,Duchesne County,32.2
Utah,Emery County,37.7
Utah,Garfield County,42.4
Utah,Grand County,41.0
Utah,Iron County,29.4
Utah,Juab County,29.7
Utah,Kane County,42.1
Utah,Millard County,35.5
Utah,Morgan County,32.5
Utah,Piute County,46.1
Utah,Rich County,36.3
Utah,Salt Lake County,33.2
Utah,San Juan County,33.7
Utah,Sanpete County,33.3
Utah,Sevier County,36.2
Utah,Summit County,40.1
Utah,Tooele County,31.8
Utah,Uintah County,31.8
Utah,Utah County,25.2
Utah,Wasatch County,35.0
Utah,Washington County,38.4
Utah,Wayne County,42.8
Utah,Weber County,33.0
Vermont,Addison County,43.8
Vermont,Bennington County,47.1
Vermont,Caledonia County,45.5
Vermont,Chittenden County,36.8
Vermont,Essex County,51.8
Vermont,Franklin County,41.1
Vermont,Grand Isle County,48.3
Vermont,Lamoille County,41.4
Vermont,Orange County,46.7
Vermont,Orleans County,45.9
Vermont,Rutland County,47.1
Vermont,Washington County,43.6
Vermont,Windham County,48.0
Vermont,Windsor County,48.2
Virginia,Accomack County,47.0
Virginia,Albemarle County,39.6
Virginia,Alleghany County,48.8
Virginia,Amelia County,45.1
Virginia,Amherst County,45.5
Virginia,Appomattox County,43.2
Virginia,Arlington County,35.0
Virginia,Augusta County,45.7
Virginia,Bath County,51.8
Virginia,Bedford County,47.0
Virginia,Bland County,47.3
Virginia,Botetourt County,48.2
Virginia,Brunswick County,44.1
Virginia,Buchanan County,47.7
Virginia,Buckingham County,43.9
Virginia,Campbell County,43.4
Virginia,Caroline County,40.0
Virginia,Carroll County,48.9
Virginia,Charles City County,51.8
Virginia,Charlotte County,46.5
Virginia,Chesterfield County,39.2
Virginia,Clarke County,47.9
Virginia,Craig County,49.0
Virginia,Culpeper County,39.3
Virginia,Cumberland County,46.7
Virginia,Dickenson County,45.5
Virginia,Dinwiddie County,43.3
Virginia,Essex County,47.5
Virginia,Fairfax County,38.5
Virginia,Fauquier County,41.6
Virginia,Floyd County,47.6
Virginia,Fluvanna County,43.6
Virginia,Franklin County,48.4
Virginia,Frederick County,40.9
Virginia,Giles County,45.3
Virginia,Gloucester County,44.8
Virginia,Goochland County,48.9
Virginia,Grayson County,48.7
Virginia,Greene County,41.0
Virginia,Greensville County,41.0
Virginia,Halifax County,47.0
Virginia,Hanover County,42.8
Virginia,Henrico County,38.9
Virginia,Henry County,48.0
Virginia,Highland County,58.9
Virginia,Isle of Wight County,44.5
Virginia,James City County,47.1
Virginia,King and Queen County,48.9
Virginia,King George County,38.1
Virginia,King William County,40.1
Virginia,Lancaster County,57.8
Virginia,Lee County,45.3
Virginia,Loudoun County,36.9
Virginia,Louisa County,45.2
Virginia,Lunenburg County,45.1
Virginia,Madison County,46.8
Virginia,Mathews County,54.1
Virginia,Mecklenburg County,48.8
Virginia,Middlesex County,54.9
Virginia,Montgomery County,30.2
Virginia,Nelson County,50.8
Virginia,New Kent County,43.1
Virginia,Northampton County,49.7
Virginia,Northumberland County,58.5
Virginia,Nottoway County,41.6
Virginia,Orange County,43.6
Virginia,Page County,45.8
Virginia,Patrick County,50.5
Virginia,Pittsylvania County,47.7
Virginia,Powhatan County,46.0
Virginia,Prince Edward County,32.2
Virginia,Prince George County,37.2
Virginia,Prince William County,35.7
Virginia,Pulaski County,47.3
Virginia,Rappahannock County,52.0
Virginia,Richmond County,43.4
Virginia,Roanoke County,44.4
Virginia,Rockbridge County,49.5
Virginia,Rockingham County,41.2
Virginia,Russell County,46.7
Virginia,Scott County,48.0
Virginia,Shenandoah County,44.7
Virginia,Smyth County,45.9
Virginia,Southampton County,47.4
Virginia,Spotsylvania County,38.5
Virginia,Stafford County,35.8
Virginia,Surry County,50.9
Virginia,Sussex County,40.7
Virginia,Tazewell County,45.6
Virginia,Warren County,41.0
Virginia,Washington County,46.9
Virginia,Westmoreland County,48.2
Virginia,Wise County,42.0
Virginia,Wythe County,46.0
Virginia,York County,39.5
Virginia,Alexandria city,37.2
Virginia,Bristol city,43.3
Virginia,Buena Vista city,38.0
Virginia,Charlottesville city,32.1
Virginia,Chesapeake city,37.3
Virginia,Colonial Heights city,39.9
Virginia,Covington city,43.0
Virginia,Danville city,41.8
Virginia,Emporia city,40.4
Virginia,Fairfax city,37.4
Virginia,Falls Church city,39.0
Virginia,Franklin city,39.5
Virginia,Fredericksburg city,30.5
Virginia,Galax city,41.2
Virginia,Hampton city,36.3
Virginia,Harrisonburg city,25.8
Virginia,Hopewell city,35.8
Virginia,Lexington city,22.2
Virginia,Lynchburg city,28.4
Virginia,Manassas city,34.8
Virginia,Manassas Park city,35.8
Virginia,Martinsville city,39.9
Virginia,Newport News city,33.8
Virginia,Norfolk city,31.0
Virginia,Norton city,39.4
Virginia,Petersburg city,37.1
Virginia,Poquoson city,42.5
Virginia,Portsmouth city,35.7
Virginia,Radford city,24.3
Virginia,Richmond city,34.4
Virginia,Roanoke city,38.7
Virginia,Salem city,40.4
Virginia,Staunton city,42.0
Virginia,Suffolk city,38.5
Virginia,Virginia Beach city,36.7
Virginia,Waynesboro city,38.6
Virginia,Williamsburg city,28.4
Virginia,Winchester city,36.9
Washington,Adams County,28.0
Washington,Asotin County,45.8
Washington,Benton County,36.1
Washington,Chelan County,40.0
Washington,Clallam County,51.5
Washington,Clark County,38.7
Washington,Columbia County,50.7
Washington,Cowlitz County,41.0
Washington,Douglas County,38.0
Washington,Ferry County,51.4
Washington,Franklin County,30.6
Washington,Garfield County,46.8
Washington,Grant County,33.2
Washington,Grays Harbor County,44.5
Washington,Island County,43.8
Washington,Jefferson County,59.3
Washington,King County,37.0
Washington,Kitsap County,39.1
Washington,Kittitas County,34.6
Washington,Klickitat County,47.1
Washington,Lewis County,42.8
Washington,Lincoln County,47.9
Washington,Mason County,45.4
Washington,Okanogan County,42.8
Washington,Pacific County,54.7
Washington,Pend Oreille County,50.9
Washington,Pierce County,36.4
Washington,San Juan County,57.2
Washington,Skagit County,41.7
Washington,Skamania County,47.7
Washington,Snohomish County,38.2
Washington,Spokane County,37.7
Washington,Stevens County,47.3
Washington,Thurston County,39.3
Washington,Wahkiakum County,54.9
Washington,Walla Walla County,38.0
Washington,Whatcom County,37.6
Washington,Whitman County,25.2
Washington,Yakima County,33.0
West Virginia,Barbour County,42.8
West Virginia,Berkeley County,38.9
West Virginia,Boone County,44.8
West Virginia,Braxton County,46.7
West Virginia,Brooke County,47.2
West Virginia,Cabell County,39.2
West Virginia,Calhoun County,49.6
West Virginia,Clay County,44.8
West Virginia,Doddridge County,46.0
West Virginia,Fayette County,44.4
West Virginia,Gilmer County,39.1
West Virginia,Grant County,47.6
West Virginia,Greenbrier County,46.1
West Virginia,Hampshire County,48.1
West Virginia,Hancock County,47.1
West Virginia,Hardy County,46.3
West Virginia,Harrison County,42.6
West Virginia,Jackson County,44.4
West Virginia,Jefferson County,41.5
West Virginia,Kanawha County,43.6
West Virginia,Lewis County,43.9
West Virginia,Lincoln County,43.9
West Virginia,Logan County,44.0
West Virginia,McDowell County,46.4
West Virginia,Marion County,40.8
West Virginia,Marshall County,46.3
West Virginia,Mason County,44.4
West Virginia,Mercer County,43.5
West Virginia,Mineral County,44.6
West Virginia,Mingo County,43.7
West Virginia,Monongalia County,32.7
West Virginia,Monroe County,48.1
West Virginia,Morgan County,48.6
West Virginia,Nicholas County,45.8
West Virginia,Ohio County,43.2
West Virginia,Pendleton County,51.0
West Virginia,Pleasants County,43.7
West Virginia,Pocahontas County,49.4
West Virginia,Preston County,43.8
West Virginia,Putnam County,42.5
West Virginia,Raleigh County,42.7
West Virginia,Randolph County,44.5
West Virginia,Ritchie County,47.6
West Virginia,Roane County,46.4
West Virginia,Summers County,49.0
West Virginia,Taylor County,44.1
West Virginia,Tucker County,50.5
West Virginia,Tyler County,47.6
West Virginia,Upshur County,41.8
West Virginia,Wayne County,44.7
West Virginia,Webster County,47.7
West Virginia,Wetzel County,46.4
West Virginia,Wirt County,45.4
West Virginia,Wood County,43.9
West Virginia,Wyoming County,45.1
Wisconsin,Adams County,54.8
Wisconsin,Ashland County,42.5
Wisconsin,Barron County,45.0
Wisconsin,Bayfield County,53.2
Wisconsin,Brown County,37.8
Wisconsin,Buffalo County,46.3
Wisconsin,Burnett County,53.7
Wisconsin,Calumet County,41.1
Wisconsin,Chippewa County,41.5
Wisconsin,Clark County,37.4
Wisconsin,Columbia County,42.6
Wisconsin,Crawford County,46.6
Wisconsin,Dane County,35.5
Wisconsin,Dodge County,42.7
Wisconsin,Door County,53.8
Wisconsin,Douglas County,42.5
Wisconsin,Dunn County,35.5
Wisconsin,Eau Claire County,35.2
Wisconsin,Florence County,54.9
Wisconsin,Fond du Lac County,41.7
Wisconsin,Forest County,47.1
Wisconsin,Grant County,36.1
Wisconsin,Green County,43.4
Wisconsin,Green Lake County,45.7
Wisconsin,Iowa County,43.7
Wisconsin,Iron County,55.6
Wisconsin,Jackson County,42.1
Wisconsin,Jefferson County,41.6
Wisconsin,Juneau County,45.3
Wisconsin,Kenosha County,38.8
Wisconsin,Kewaunee County,44.2
Wisconsin,La Crosse County,36.4
Wisconsin,Lafayette County,41.9
Wisconsin,Langlade County,49.1
Wisconsin,Lincoln County,48.4
Wisconsin,Manitowoc County,45.3
Wisconsin,Marathon County,41.1
Wisconsin,Marinette County,49.1
Wisconsin,Marquette County,50.3
Wisconsin,Menominee County,31.5
Wisconsin,Milwaukee County,35.2
Wisconsin,Monroe County,39.6
Wisconsin,Oconto County,47.0
Wisconsin,Oneida County,51.9
Wisconsin,Outagamie County,38.6
Wisconsin,Ozaukee County,43.9
Wisconsin,Pepin County,47.1
Wisconsin,Pierce County,37.3
Wisconsin,Polk County,46.3
Wisconsin,Portage County,37.7
Wisconsin,Price County,51.9
Wisconsin,Racine County,40.4
Wisconsin,Richland County,46.0
Wisconsin,Rock County,40.0
Wisconsin,Rusk County,48.8
Wisconsin,St. Croix County,39.7
Wisconsin,Sauk County,41.3
Wisconsin,Sawyer County,51.2
Wisconsin,Shawano County,45.6
Wisconsin,Sheboygan County,41.7
Wisconsin,Taylor County,43.8
Wisconsin,Trempealeau County,40.9
Wisconsin,Vernon County,42.1
Wisconsin,Vilas County,55.1
Wisconsin,Walworth County,40.8
Wisconsin,Washburn County,51.7
Wisconsin,Washington County,43.5
Wisconsin,Waukesha County,43.3
Wisconsin,Waupaca County,45.7
Wisconsin,Waushara County,49.8
Wisconsin,Winnebago County,38.6
Wisconsin,Wood County,44.2
Wyoming,Albany County,27.9
Wyoming,Big Horn County,41.8
Wyoming,Campbell County,35.1
Wyoming,Carbon County,39.4
Wyoming,Converse County,39.8
Wyoming,Crook County,44.2
Wyoming,Fremont County,39.1
Wyoming,Goshen County,43.2
Wyoming,Hot Springs County,48.7
Wyoming,Johnson County,46.3
Wyoming,Laramie County,37.4
Wyoming,Lincoln County,40.6
Wyoming,Natrona County,37.6
Wyoming,Niobrara County,44.5
Wyoming,Park County,45.2
Wyoming,Platte County,48.2
Wyoming,Sheridan County,43.0
Wyoming,Sublette County,43.1
Wyoming,Sweetwater County,36.4
Wyoming,Teton County,39.8
Wyoming,Uinta County,37.1
Wyoming,Washakie County,43.6
Wyoming,Weston County,44.2
